0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
苹果,XS MAX,XS,Xr,X,8plus,8,7plus,7,6s plus,6S,6plus,6,SE,5S,5
华为,Mate20,Mate20pro,Mate20x,P20pro,P20,Mate10pro,Mate10,Nova3,Nova3i,麦芒7,麦芒6,Nova3e,P9,P9plus,rs
荣耀,10,note10,v10,9,8,7,play,v9,畅玩7,畅玩6
小米,8,Mix2x,7,6,Mix2,Note4x,8se,Note3,5,6x,Max3,Max2,Mix,Note4,5x,5s,4,Max
红米,Note4x,4x,Note3,Note5,Note4,5p,4a,6pro
OPPO,Findx,R17,R15,R11S,R11,R9S,R9,R9plus,R7,r7s,A37,A5,A57,A33,A59s,A59,A53
VIVO,X20,Nex,X21,X23,X9,X21i,Y67,Y85,X7,X9plus,Z1,Y66,X6,Xplay6,X7p,Y71,Y83,Y81s,X9s,Y55,V3max,Y51,X6s,Y31
三星,Galaxy s9+,Galaxy note 9,Galaxy s8+,Galaxy s8,Galaxy s7 edge,Galaxy note 8,Galaxy s9,W2018,Galaxy c9 pro,Galaxy c5,Galaxy note 3,Galaxy c7,Galaxy s7,Galaxy a9,Galaxy s6 edge,Galaxy s6 edge+,Galaxy a7,Galaxy note4,Galaxy note5,Galaxy s6,Galaxy s5
魅族,魅蓝note6,16th,魅蓝note5,16th plus,pro7,魅蓝note3,15,魅蓝e2,16x,魅蓝5s,Mx6,15p,魅蓝metal,pro6p
锤子,坚果pro2,坚果r1,坚果pro2s,坚果3,坚果pro,M1L,M1,坚果
一加,6,5t,5,3t,3,2
联想,Z5,Zuk,z2,Zuk,z2pro,Zuk,z1
